title,release_date,budget,director,distributor,dom_total_gross,domestic_total_adj_gross,genre,oscar_noms,producers,rating,runtime_mins,theaters,season,theater_run,Year,summer,fall,winter,spring,holiday,,PG-13,R,PG,G,GP,M/PG
Blue Gate Crossing,11/21/2003,,,Strand,6242,9100,None,0,,,81,1,holiday,202,2001,0,0,0,0,1,1,0,0,0,0,0,0
The Blue Iguana,4/22/1988,,,Paramount,161398,350700,Act_Adven,0,Steve Golin,R,90,,spring,6,1991,0,0,0,1,0,0,0,1,0,0,0,0
Blue in the Face,10/13/1995,,,Miramax,1268636,2604300,Comedy,0,,R,90,16,fall,0,2004,0,1,0,0,0,0,0,1,0,0,0,0
Blue Jasmine,7/26/2013,,Woody Allen,Sony Classics,33405481,37837300,Comedy,3,,PG-13,98,1283,summer,251,2009,1,0,0,0,0,0,1,0,0,0,0,0
Blue Jay,10/7/2016,,,The Orchard,21626,22000,Comedy,0,,,80,3,fall,27,2004,0,1,0,0,0,1,0,0,0,0,0,0
Blue Juice,11/13/1996,,,Filmopolis,4535,9200,None,0,,R,90,2,holiday,8,2011,0,0,0,0,1,0,0,1,0,0,0,0
The Blue Lagoon,6/20/1980,,,Columbia,58853106,195374800,Romance,1,,R,105,,summer,0,2009,1,0,0,0,0,0,0,1,0,0,0,0
Blue Like Jazz,4/13/2012,,,Roadside Attractions,595018,654400,Comedy,0,,PG-13,106,136,spring,55,2017,0,0,0,1,0,0,1,0,0,0,0,0
Blue Moon,11/3/2000,,,Castle Hill,76544,126800,None,0,,PG-13,89,14,holiday,83,2015,0,0,0,0,1,0,1,0,0,0,0,0
Blue Ruin,4/25/2014,,Jeremy Saulnier,Radius-TWC,258384,277000,Crime_Thriller,0,,R,90,61,spring,62,2000,0,0,0,1,0,0,0,1,0,0,0,0
Blue Sky,9/16/1994,,,Orion Pictures,3359465,7177000,Romance,1,,PG-13,101,205,fall,0,1985,0,1,0,0,0,0,1,0,0,0,0,0
Blue Steel,3/16/1990,,Kathryn Bigelow,MGM,8217997,17349100,Crime_Thriller,0,,R,104,1307,spring,0,2003,0,0,0,1,0,0,0,1,0,0,0,0
Blue Streak,9/17/1999,65000000,,Sony / Columbia,68518533,120360000,Act_Adven,0,"Toby Jaffe, Neal H. Moritz",PG-13,94,2735,fall,0,1938,0,1,0,0,0,0,1,0,0,0,0,0
Blue Thunder,5/13/1983,,,Columbia,42313354,119955000,Act_Adven,1,Gordon Carroll,R,108,1555,summer,0,2012,1,0,0,0,0,0,0,1,0,0,0,0
The Blue Tooth Virgin,9/25/2009,,,Regent Releasing,2762,3200,Comedy,0,,R,79,2,fall,104,1978,0,1,0,0,0,0,0,1,0,0,0,0
Blue Valentine,12/29/2010,,Derek Cianfrance,Weinstein Company,9706328,11025600,Drama,1,"Ryan Gosling, Michelle Williams",R,112,450,holiday,113,1983,0,0,0,0,1,0,0,1,0,0,0,0
Blue Velvet,9/19/1986,6000000,David Lynch,DEG,8551228,20582900,None,1,,R,120,188,fall,0,1991,0,1,0,0,0,0,0,1,0,0,0,0
Bluebeard,3/17/2017,,,Well Go USA,43144,43600,Crime_Thriller,0,,,116,14,spring,13,1987,0,0,0,1,0,1,0,0,0,0,0,0
Bluebeard,3/26/2010,,,Strand,33490,37600,Fantasy_Scifi,0,,,80,3,spring,55,1984,0,0,0,1,0,1,0,0,0,0,0,0
The Blues Brothers,6/20/1980,,John Landis,Universal,57229890,189986200,Comedy,0,Robert K. Weiss,R,150,,summer,0,2013,1,0,0,0,0,0,0,1,0,0,0,0
Blues Brothers 2000,2/6/1998,,John Landis,Universal,14051384,26754600,Comedy,0,John Landis,PG-13,129,2516,winter,0,2005,0,0,1,0,0,0,1,0,0,0,0,0
Blume in Love,6/17/1973,,Paul Mazursky,Warner Bros.,,,Romance,0,Paul Mazursky,R,115,,summer,0,1950,1,0,0,0,0,0,0,1,0,0,0,0
Blumhouse Untitled Horror  - Box Office Mojo,,,,High Top Releasing,,,Horror,0,,,,,,0,1996,0,0,0,0,0,1,0,0,0,0,0,0
Boarding Gate,3/21/2008,,Olivier Assayas,Magnolia,49333,61300,Crime_Thriller,0,,R,106,4,spring,30,2006,0,0,0,1,0,0,0,1,0,0,0,0
Boarding School,9/9/1983,,,Atlantic,306061,867700,None,0,,R,98,,fall,0,2013,0,1,0,0,0,0,0,1,0,0,0,0
The Boat is Full,10/21/1981,,,Quartet,1718,,None,0,,PG,,,fall,0,2007,0,1,0,0,0,0,0,0,1,0,0,0
Boat Trip,3/21/2003,20000000,,Artisan,8600126,12736200,Comedy,0,,R,95,1803,spring,48,2005,0,0,0,1,0,0,0,1,0,0,0,0
Bob Roberts,9/4/1992,,Tim Robbins,Paramount,4479470,9639000,Comedy,0,Tim Bevan,R,102,306,fall,0,2000,0,1,0,0,0,0,0,1,0,0,0,0
Bob's Burgers,7/17/2020,,,Fox,,,Animation,0,,,,,summer,0,2009,1,0,0,0,0,1,0,0,0,0,0,0
Bobbi Jene,9/22/2017,,,Oscilloscope Pictures,18579,18600,Documentary,0,,,96,3,fall,0,2004,0,1,0,0,0,1,0,0,0,0,0,0
Bobbie Sue  - Box Office Mojo,,,,Warner Bros.,,,Drama,0,,,,,,0,2009,0,0,0,0,0,1,0,0,0,0,0,0
Bobby,11/17/2006,,Emilio Estevez,MGM (Weinstein),11242801,15311900,Drama,0,,R,120,1670,holiday,0,2017,0,0,0,0,1,0,0,1,0,0,0,0
Bobby Deerfield,9/29/1977,,Sydney Pollack,Columbia,9300000,37241700,Drama,0,Sydney Pollack,PG,124,,fall,0,1993,0,1,0,0,0,0,0,0,1,0,0,0
Bobby G. Can't Swim,6/21/2002,,,Gabriel Film Group,15900,24400,None,0,,R,89,1,summer,16,2016,1,0,0,0,0,0,0,1,0,0,0,0
Bobby Jones: Stroke of Genius,4/30/2004,20000000,,Film Foundry,2694071,3874100,Sports,0,,PG,120,1332,spring,51,2015,0,0,0,1,0,0,0,0,1,0,0,0
"Bodies, Rest and Motion",4/9/1993,,,New Line,764724,1649500,Comedy,0,,R,95,6,spring,0,2016,0,0,0,1,0,0,0,1,0,0,0,0
The Body,4/20/2001,,,Lions Gate,36849,58100,None,0,,PG-13,109,11,spring,13,2012,0,0,0,1,0,0,1,0,0,0,0,0
Body,12/11/2015,,,Oscilloscope Pictures,2634,2700,Drama,0,,,75,1,holiday,6,2012,0,0,0,0,1,1,0,0,0,0,0,0
Body Chemistry,3/9/1990,,,Concorde,2415312,5099000,Romance,0,,R,85,91,spring,97,2007,0,0,0,1,0,0,0,1,0,0,0,0
Body Double,10/26/1984,,Brian De Palma,Columbia,8801940,23393300,None,0,,R,109,1428,fall,0,2010,0,1,0,0,0,0,0,1,0,0,0,0
Body Heat,8/28/1981,,Lawrence Kasdan,Warner Bros.,24058838,77282500,Crime_Thriller,0,,R,113,,summer,0,2001,1,0,0,0,0,0,0,1,0,0,0,0
Body of Evidence,1/15/1993,30000000,,MGM,13273595,28631200,Romance,0,Bernd Eichinger,R,99,2050,winter,0,2003,0,0,1,0,0,0,0,1,0,0,0,0
Body of Lies,10/10/2008,70000000,Ridley Scott,Warner Bros.,39394666,48996400,Drama,0,Ridley Scott,R,128,2714,fall,97,1984,0,1,0,0,0,0,0,1,0,0,0,0
Body of War,3/7/2008,,,Film Sales Company,71716,89200,Documentary,0,,,87,5,spring,58,1995,0,0,0,1,0,1,0,0,0,0,0,0
Body Parts,8/2/1991,,,Paramount,9188150,19489300,Horror,0,,R,88,1315,summer,0,2016,1,0,0,0,0,0,0,1,0,0,0,0
Body Rock,9/28/1984,,,New World,1689501,4490200,Musical,0,,PG-13,93,240,fall,0,1996,0,1,0,0,0,0,1,0,0,0,0,0
Body Shots,10/22/1999,,,New Line,752122,1322100,Comedy,0,Michael De Luca,R,103,309,fall,0,2004,0,1,0,0,0,0,0,1,0,0,0,0
Body Snatchers,1/14/1994,,,Warner Bros.,428868,916200,Fantasy_Scifi,0,,R,87,34,winter,0,1992,0,0,1,0,0,0,0,1,0,0,0,0
The Bodyguard,11/25/1992,,,Warner Bros.,122006740,262623900,Romance,2,"Kevin Costner, Lawrence Kasdan, Jim Wilson",R,130,1806,holiday,0,1997,0,0,0,0,1,0,0,1,0,0,0,0
The Bodyguard,3/28/2012,,,Warner Bros.,122006740,68800,Romance,0,,R,130,484,spring,0,2011,0,0,0,1,0,0,0,1,0,0,0,0
Boesman and Lena,11/3/2000,,,Kino,32625,54100,None,0,,,90,8,holiday,48,2017,0,0,0,0,1,1,0,0,0,0,0,0
Bogus,9/6/1996,,Norman Jewison,Warner Bros.,4357406,8803500,Family,0,Arnon Milchan,PG,112,1209,fall,0,2002,0,1,0,0,0,0,0,0,1,0,0,0
Bohemian Rhapsody,12/25/2018,,Bryan Singer,Fox,,,Drama,0,,,,,holiday,0,2015,0,0,0,0,1,1,0,0,0,0,0,0
Boiler Room,2/18/2000,7000000,,New Line,16970581,28116400,Drama,0,,R,120,1335,winter,0,2001,0,0,1,0,0,0,0,1,0,0,0,0
Boiling Point,4/16/1993,,,Warner Bros.,10058318,21695800,Act_Adven,0,,R,93,1425,spring,0,2009,0,0,0,1,0,0,0,1,0,0,0,0
Bol,8/31/2011,,,Eros,188850,212400,Drama,0,,,165,38,summer,36,2009,1,0,0,0,0,1,0,0,0,0,0,0
Bolero,8/31/1984,,,Cannon Films,8914881,23693400,None,0,,R,105,1015,summer,0,2005,1,0,0,0,0,0,0,1,0,0,0,0
Bolivar Soy Yo,7/26/2002,,,Venevision,48911,75200,None,0,,R,93,8,summer,0,2016,1,0,0,0,0,0,0,1,0,0,0,0
Bolivia,2/26/2003,,,Cinema Tropical,33098,49000,None,0,,,75,2,winter,0,2004,0,0,1,0,0,1,0,0,0,0,0,0
Bollywood/Hollywood,10/25/2002,,,Cinebella,1492472,2235600,Romance,0,,PG-13,103,44,fall,72,1997,0,1,0,0,0,0,1,0,0,0,0,0
Bollywood/Hollywood,9/26/2003,,,Magnolia,1492472,56200,None,0,,PG-13,103,18,fall,0,1995,0,1,0,0,0,0,1,0,0,0,0,0
Bolshoi Ballet: Hero of our Time,4/9/2017,,,Fathom,104837,105900,Musical,0,,,,401,spring,0,2006,0,0,0,1,0,1,0,0,0,0,0,0
Bolt,11/21/2008,150000000,Chris Williams,Buena Vista,114053579,141151600,Animation,1,John Lasseter,PG,96,3654,holiday,93,2015,0,0,0,0,1,0,0,0,1,0,0,0
Bomb the System,5/27/2005,,,Palm,15520,21600,Drama,0,,R,91,2,summer,20,2004,1,0,0,0,0,0,0,1,0,0,0,0
Bombay Velvet,5/15/2015,,,FIP,450692,467400,Drama,0,,,149,218,summer,13,2002,1,0,0,0,0,1,0,0,0,0,0,0
BOMBSHELL: The Hedy Lamarr Story,11/24/2017,,,Zeitgeist,45493,45500,Documentary,0,,,89,1,holiday,0,2000,0,0,0,0,1,1,0,0,0,0,0,0
"Bon Cop, Bad Cop",8/4/2006,,Erik Canuel,Alliance,12665721,17267900,Act_Adven,0,,R,116,260,summer,135,1994,1,0,0,0,0,0,0,1,0,0,0,0
Bon Jovi: The Lost Highway,11/9/2007,,,The Bigger Picture,35000,45400,Other,0,,,84,100,holiday,2,1980,0,0,0,0,1,1,0,0,0,0,0,0
Bon Voyage Charlie Brown,5/30/1980,,,Paramount,2013193,6683200,None,0,,G,75,,summer,0,1947,1,0,0,0,0,0,0,0,0,1,0,0
The Bone Collector,11/5/1999,73000000,Phillip Noyce,Universal,66518655,116614600,Crime_Thriller,0,,R,118,2623,holiday,0,2003,0,0,0,0,1,0,0,1,0,0,0,0
Bones,10/26/2001,16000000,Ernest R. Dickerson,New Line,7316658,11543800,Horror,0,,R,92,847,fall,0,2006,0,1,0,0,0,0,0,1,0,0,0,0
The Bonfire of the Vanities,12/22/1990,47000000,Brian De Palma,Warner Bros.,15691192,33226100,Comedy,0,Jon Peters,R,126,1395,holiday,0,2001,0,0,0,0,1,0,0,1,0,0,0,0
Bonhoeffer,6/20/2003,,,First Run,296131,437300,Documentary,0,,,93,7,summer,289,1950,1,0,0,0,0,1,0,0,0,0,0,0
Bonneville,2/29/2008,,,SenArt/Scranton-Lacy Films,488393,607400,Drama,0,,PG,93,101,winter,44,1979,0,0,1,0,0,0,0,0,1,0,0,0
Bonnie & Clyde Vs. Dracula,3/11/2011,,,Indican,25027,28200,Act_Adven,0,,,90,3,spring,125,2007,0,0,0,1,0,1,0,0,0,0,0,0
Bonobos: Back to the Wild,7/17/2015,,,Hannover House,,,Documentary,0,,,84,,summer,0,2002,1,0,0,0,0,1,0,0,0,0,0,0
Boo! A Madea Halloween,10/21/2016,20000000,Tyler Perry,Lionsgate,73206343,74372300,Horror,0,"Ozzie Areu, Tyler Perry",PG-13,103,2299,fall,62,1997,0,1,0,0,0,0,1,0,0,0,0,0
Boogeyman,2/4/2005,20000000,,Sony / Screen Gems,46752382,65132400,Horror,0,Sam Raimi,PG-13,86,3052,winter,55,2000,0,0,1,0,0,0,1,0,0,0,0,0
Boogie Man: The Lee Atwater Story,9/26/2008,,,InterPositive Media,60332,75000,Documentary,0,,,86,10,fall,44,1981,0,1,0,0,0,1,0,0,0,0,0,0
Boogie Nights,10/10/1997,15000000,Paul Thomas Anderson,New Line,26400640,51363300,Drama,3,"Paul Thomas Anderson, Michael De Luca, Lawrence Gordon, Lloyd Levin, JoAnne Sellar",R,152,1003,fall,0,1978,0,1,0,0,0,0,0,1,0,0,0,0
Boogie Woogie,4/23/2010,,,IFC,2618,2900,Comedy,0,,R,90,1,spring,6,1984,0,0,0,1,0,0,0,1,0,0,0,0
The Book of Eli,1/15/2010,80000000,"Albert Hughes, Allen Hughes",Warner Bros.,94835059,106525400,Act_Adven,0,"Susan Downey, Broderick Johnson, Andrew A. Kosove, Joel Silver, David Valdes",R,118,3111,winter,118,2010,0,0,1,0,0,0,0,1,0,0,0,0
The Book of Henry,6/16/2017,,Colin Trevorrow,Focus Features,4288104,4280100,Drama,0,,PG-13,105,650,summer,27,1999,1,0,0,0,0,0,1,0,0,0,0,0
The Book of Life,3/19/1999,,,Wellspring,9740,17100,None,0,,,,1,spring,13,2017,0,0,0,1,0,1,0,0,0,0,0,0
The Book of Life,10/17/2014,50000000,Jorge R. Gutierrez,Fox,50151543,53985100,Animation,0,Guillermo del Toro,PG,95,3113,fall,132,1998,0,1,0,0,0,0,0,0,1,0,0,0
Book of Love,2/1/1991,,,New Line,1382259,2932000,Historical,0,,PG-13,86,227,winter,0,2003,0,0,1,0,0,0,1,0,0,0,0,0
The Book of Love,1/13/2017,,,Freestyle Releasing,,,Comedy,0,,PG-13,104,,winter,0,1992,0,0,1,0,0,0,1,0,0,0,0,0
Book of Mormon Movie,9/12/2003,1500000,,Mormon Movies,1680020,2464100,Historical,0,,PG,120,38,fall,244,2007,0,1,0,0,0,0,0,0,1,0,0,0
Book of Shadows: Blair Witch 2,10/27/2000,15000000,,Artisan,26437094,43800200,Horror,0,,R,90,3320,fall,0,1975,0,1,0,0,0,0,0,1,0,0,0,0
The Book Thief,11/8/2013,,,Fox,21488481,23199900,Drama,1,,PG-13,131,1316,holiday,153,1998,0,0,0,0,1,0,1,0,0,0,0,0
Bookers Place,4/25/2012,,,Tribeca Film,5549,6100,Documentary,0,,,90,2,spring,15,2017,0,0,0,1,0,1,0,0,0,0,0,0
Boom Bust Boom,3/11/2016,,,Brainstorm Media,6896,7100,Documentary,0,,,74,1,spring,0,1982,0,0,0,1,0,1,0,0,0,0,0,0
Boomerang,7/1/1992,42000000,,Paramount,70052444,150739400,Romance,0,Brian Grazer,R,117,2145,summer,0,2003,1,0,0,0,0,0,0,1,0,0,0,0
The Boondock Saints,1/21/2000,6000000,,Indican,30471,50500,Act_Adven,0,Don Carmody,R,110,5,winter,20,1991,0,0,1,0,0,0,0,1,0,0,0,0
The Boondock Saints II: All Saints Day,10/30/2009,8000000,,Apparition,10273188,12033400,Act_Adven,0,Don Carmody,R,118,524,fall,111,1976,0,1,0,0,0,0,0,1,0,0,0,0
The Boost,12/5/1988,,,Hemdale,784990,1705600,None,0,,R,95,,holiday,0,2011,0,0,0,0,1,0,0,1,0,0,0,0
Bootmen,10/6/2000,,,Fox Searchlight,31288,51800,None,0,,R,95,11,fall,0,2004,0,1,0,0,0,0,0,1,0,0,0,0
Booty Call,2/28/1997,,Jeff Pollack,Sony / Columbia,20050376,39008700,Comedy,0,,R,79,1272,winter,0,2000,0,0,1,0,0,0,0,1,0,0,0,0
Bopha!,9/24/1993,,,Paramount,212483,458300,None,0,,PG-13,120,26,fall,41,2004,0,1,0,0,0,0,1,0,0,0,0,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,11/3/2006,18000000,Larry Charles,Fox,128505958,174972500,Comedy,1,Sacha Baron Cohen,R,84,2611,holiday,142,1988,0,0,0,0,1,0,0,1,0,0,0,0
Bordello of Blood,8/16/1996,,Gilbert Adler,Universal,5781045,11679800,Horror,0,"Gilbert Adler, David Giler, Walter Hill, Joel Silver",R,87,1695,summer,0,1955,1,0,0,0,0,0,0,1,0,0,0,0
The Border,1/29/1982,,Tony Richardson,Universal,6118683,18585000,None,0,,R,109,888,winter,0,2013,0,0,1,0,0,0,0,1,0,0,0,0
Border Radio,9/2/1988,,"Allison Anders, Dean Lent, Kurt Voss",International Film Marketing,,,Drama,0,,R,87,,fall,0,2012,0,1,0,0,0,0,0,1,0,0,0,0
Bordertown  - Box Office Mojo,,,Gregory Nava,ThinkFilm,,,Crime_Thriller,0,"Simon Fields, Jennifer Lopez",R,123,,,0,1996,0,0,0,0,0,0,0,1,0,0,0,0
Boricua's Bond,6/23/2000,,,USA Films,71046,117700,None,0,,R,105,24,summer,0,1994,1,0,0,0,0,0,0,1,0,0,0,0
Born American,8/29/1986,,Renny Harlin,Palisades Ent.,3388020,8155000,None,0,,R,96,1071,summer,0,2003,1,0,0,0,0,0,0,1,0,0,0,0
Born in China,4/21/2017,,,Buena Vista,13873211,13842300,Documentary,0,,G,76,1508,spring,76,1994,0,0,0,1,0,0,0,0,0,1,0,0
Born in East L.A.,8/21/1987,,Cheech Marin,Universal,17355263,39637500,Comedy,0,,R,85,1112,summer,0,1986,1,0,0,0,0,0,0,1,0,0,0,0
Born Into Brothels,12/8/2004,,,ThinkFilm,3515061,4898900,Documentary,1,,R,85,127,holiday,218,1968,0,0,0,0,1,0,0,1,0,0,0,0
Born on the Fourth of July,12/22/1989,,Oliver Stone,Universal,70001698,147843000,War,7,,R,145,1434,holiday,0,2001,0,0,0,0,1,0,0,1,0,0,0,0
Born Romantic,9/28/2001,,,United Artists,15545,24500,Comedy,0,,R,96,7,fall,0,2012,0,1,0,0,0,0,0,1,0,0,0,0
Born to be Blue,3/4/2016,,,Entertainment One,830129,157400,Drama,0,,,97,23,spring,0,2012,0,0,0,1,0,1,0,0,0,0,0,0
Born to be Blue,3/25/2016,,,IFC,830129,694900,Drama,0,,R,97,79,spring,76,1998,0,0,0,1,0,0,0,1,0,0,0,0
Born to Be Wild,4/8/2011,,,Warner Bros.,25601026,28414800,Other,0,,G,40,208,spring,0,1989,0,0,0,1,0,0,0,0,0,1,0,0
Born to Fly: Elizabeth Streb vs. Gravity,9/10/2014,,,The Film Collaborative,24630,27200,Documentary,0,,,82,3,fall,15,2017,0,1,0,0,0,1,0,0,0,0,0,0
Born Yesterday,3/26/1993,,Luis Mandoki,Buena Vista,17952857,38724400,Romance,0,,PG,100,1301,spring,0,1987,0,0,0,1,0,0,0,0,1,0,0,0
A Borrowed Identity,6/26/2015,,Eran Riklis,Strand,281540,304500,Drama,0,,,104,22,summer,111,2004,1,0,0,0,0,1,0,0,0,0,0,0
The Borrowers,2/13/1998,,Peter Hewitt,PolyGram,22619589,43068900,Family,0,"Tim Bevan, Eric Fellner",PG,83,1606,winter,0,2010,0,0,1,0,0,0,0,0,1,0,0,0
Borstal Boy,3/1/2002,,,Strand,87400,134300,None,0,,,93,2,spring,132,2011,0,0,0,1,0,1,0,0,0,0,0,0
Boruto: Naruto the Movie,10/10/2015,,,Eleven Arts,919651,944000,Animation,0,,,100,358,fall,68,2010,0,1,0,0,0,1,0,0,0,0,0,0
The Boss,4/8/2016,29000000,Ben Falcone,Universal,63285885,64737700,Comedy,0,"Ben Falcone, Will Ferrell, Melissa McCarthy, Adam McKay",R,99,3495,spring,118,2012,0,0,0,1,0,0,0,1,0,0,0,0
The Boss Baby,3/31/2017,,Tom McGrath,Fox,175003033,174615800,Animation,0,,PG,97,3829,spring,216,2012,0,0,0,1,0,0,0,0,1,0,0,0
The Boss Baby 2,3/26/2021,,,Universal,,,Animation,0,,,,,spring,0,2008,0,0,0,1,0,1,0,0,0,0,0,0
Bossa Nova,4/28/2000,,,Sony / Columbia,1823297,3020800,Romance,0,,R,95,59,spring,0,2016,0,0,0,1,0,0,0,1,0,0,0,0
Boston: An American Running Story,4/19/2017,,,Fathom,364369,363600,Documentary,0,,,140,481,spring,20,2009,0,0,0,1,0,1,0,0,0,0,0,0
The Bostonians,7/20/1984,,James Ivory,ALMI,1009700,2683500,None,2,,,122,,summer,0,1988,1,0,0,0,0,1,0,0,0,0,0,0
Botoks  - Box Office Mojo,,,,Unknown,,,Act_Adven,0,,,135,,,0,2003,0,0,0,0,0,1,0,0,0,0,0,0
Bottle Rocket,2/21/1996,7000000,Wes Anderson,Sony / Columbia,560069,1131500,Crime_Thriller,0,Richard Sakai,R,92,49,winter,0,2004,0,0,1,0,0,0,0,1,0,0,0,0
Bottle Shock,8/6/2008,,,Freestyle Releasing,4078607,5072700,Comedy,0,,PG-13,103,401,summer,127,1995,1,0,0,0,0,0,1,0,0,0,0,0
Boulevard,7/10/2015,,Dito Montiel,Starz Media,126150,136500,Drama,0,,R,88,11,summer,37,1995,1,0,0,0,0,0,0,1,0,0,0,0
Bounce,11/17/2000,35000000,Don Roos,Miramax,36805288,60959800,Romance,0,Steve Golin,PG-13,106,2028,holiday,0,2008,0,0,0,0,1,0,1,0,0,0,0,0
The Bounce Back,12/9/2016,,,Viva Pictures Distribution,321910,327000,Romance,0,,PG-13,104,615,holiday,13,2002,0,0,0,0,1,0,1,0,0,0,0,0
Bounce: Behind the Velvet Rope,9/7/2001,,,Artistic License,8779,13900,Documentary,0,,,71,1,fall,0,2001,0,1,0,0,0,1,0,0,0,0,0,0
Bound,10/4/1996,,Lilly & Lana Wachowski,Gramercy,3802260,7681900,Crime_Thriller,0,Andrew Lazar,R,107,262,fall,0,1988,0,1,0,0,0,0,0,1,0,0,0,0
Bound by Honor,4/30/1993,,Taylor Hackford,Buena Vista,4496583,9699100,Crime_Thriller,0,Taylor Hackford,R,160,391,spring,0,2017,0,0,0,1,0,0,0,1,0,0,0,0
The Bounty,5/4/1984,,Roger Donaldson,Orion Pictures,8613462,22892300,None,0,,PG,130,986,summer,0,2005,1,0,0,0,0,0,0,0,1,0,0,0
Bourek,4/29/2016,,,Argot Pictures,5844,6000,Comedy,0,,,90,1,spring,6,1981,0,0,0,1,0,1,0,0,0,0,0,0
The Bourne Identity,6/14/2002,60000000,Doug Liman,Universal,121661683,186994600,Act_Adven,0,"Patrick Crowley, Doug Liman, Frank Marshall",PG-13,118,2663,summer,160,2000,1,0,0,0,0,0,1,0,0,0,0,0
The Bourne Legacy,8/10/2012,125000000,Tony Gilroy,Universal,113203870,129937100,Act_Adven,0,"Patrick Crowley, Jennifer Fox, Frank Marshall",PG-13,135,3753,summer,90,1979,1,0,0,0,0,0,1,0,0,0,0,0
The Bourne Supremacy,7/23/2004,75000000,Paul Greengrass,Universal,176241941,253436500,Act_Adven,0,"Patrick Crowley, Doug Liman, Frank Marshall",PG-13,108,3304,summer,153,1998,1,0,0,0,0,0,1,0,0,0,0,0
The Bourne Ultimatum,8/3/2007,110000000,Paul Greengrass,Universal,227471070,295249500,Act_Adven,3,"Patrick Crowley, Doug Liman, Frank Marshall",PG-13,111,3701,summer,118,1991,1,0,0,0,0,0,1,0,0,0,0,0
Bowfinger,8/13/1999,55000000,Frank Oz,Universal,66384775,116696100,Comedy,0,Brian Grazer,PG-13,97,2746,summer,111,2011,1,0,0,0,0,0,1,0,0,0,0,0
Bowling for Columbine,10/11/2002,4000000,Michael Moore,United Artists,21576018,32781700,Documentary,1,,R,120,248,fall,342,2012,0,1,0,0,0,0,0,1,0,0,0,0
The Box,11/6/2009,30000000,Richard Kelly,Warner Bros.,15051977,17661500,Horror,0,Dan Lin,PG-13,116,2635,holiday,-303,2003,0,0,0,0,1,0,1,0,0,0,0,0
Box Elder,3/3/2008,,,Unknown,48996,60600,Comedy,0,,,89,2,spring,0,2004,0,0,0,1,0,1,0,0,0,0,0,0
Box of Moonlight,7/25/1997,,Tom DiCillo,Trimark,782641,1522700,Comedy,0,,R,111,,summer,0,2015,1,0,0,0,0,0,0,1,0,0,0,0
Boxcar Bertha,6/14/1972,,Martin Scorsese,American International Pictures,,,None,0,,R,88,,summer,0,1996,1,0,0,0,0,0,0,1,0,0,0,0
The Boxer,12/31/1997,,Jim Sheridan,Universal,5980578,11387300,Sports,0,,R,110,523,holiday,0,2014,0,0,0,0,1,0,0,1,0,0,0,0
Boxing Gym,10/22/2010,,,Zipporah Films,32476,36200,Documentary,0,,,91,7,fall,41,2012,0,1,0,0,0,1,0,0,0,0,0,0
Boxing Helena,9/3/1993,,,Orion Pictures,1796389,3874800,Romance,0,,R,107,161,fall,0,2002,0,1,0,0,0,0,0,1,0,0,0,0
The Boxtrolls,9/26/2014,60000000,"Graham Annable, Anthony Stacchi",Focus Features,50837305,54707300,Animation,1,Travis Knight,PG,97,3464,fall,132,2015,0,1,0,0,0,0,0,0,1,0,0,0
Boy,3/2/2012,,,Paladin/Unison,256211,284500,Comedy,0,,,87,18,spring,0,1993,0,0,0,1,0,1,0,0,0,0,0,0
The Boy,1/22/2016,10000000,William Brent Bell,STX Entertainment,35819556,37280700,Horror,0,,PG-13,98,2671,winter,69,2017,0,0,1,0,0,0,1,0,0,0,0,0
Boy A,7/23/2008,,John Crowley,Weinstein Company,113662,141400,Drama,0,,R,100,10,summer,36,1995,1,0,0,0,0,0,0,1,0,0,0,0
The Boy and the Beast,3/4/2016,,,FUNimation Films,490643,510700,Animation,0,,PG-13,119,123,spring,27,2013,0,0,0,1,0,0,1,0,0,0,0,0
Boy and the World,12/11/2015,,,GKIDS,129480,134500,Animation,1,,PG,80,26,holiday,97,2009,0,0,0,0,1,0,0,0,1,0,0,0
A Boy Called Po,9/1/2017,,,Freestyle Releasing,4550,4600,Drama,0,,,94,10,fall,6,1984,0,1,0,0,0,1,0,0,0,0,0,0
Boy Culture,3/23/2007,,,TLA Releasing,220409,286100,Drama,0,,,90,7,spring,132,2013,0,0,0,1,0,1,0,0,0,0,0,0
Boy Erased,9/28/2018,,Joel Edgerton,Focus Features,,,Drama,0,,,,,fall,0,2010,0,1,0,0,0,1,0,0,0,0,0,0
The Boy in Blue,1/17/1986,,,Fox,275000,661900,Sports,0,,R,100,44,winter,0,1994,0,0,1,0,0,0,0,1,0,0,0,0
The Boy in the Striped Pajamas,11/7/2008,,,Miramax,9046156,11251000,Drama,0,,PG-13,93,679,holiday,76,2003,0,0,0,0,1,0,1,0,0,0,0,0
Boy Meets Girl,2/6/2015,,,"Bramacharia, LLC",20441,22500,Romance,0,,,98,4,winter,48,1921,0,0,1,0,0,1,0,0,0,0,0,0
The Boy Next Door,1/23/2015,4000000,Rob Cohen,Universal,35423380,38957000,Crime_Thriller,0,"Jason Blum, Jennifer Lopez",R,91,2615,winter,48,2014,0,0,1,0,0,0,0,1,0,0,0,0
The Boy Who Could Fly,8/15/1986,,,Fox,7177431,17276100,None,0,Richard Vane,PG,114,664,summer,0,1996,1,0,0,0,0,0,0,0,1,0,0,0
